person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
26.0,80690.0,8.0,30000.0,7.49,1.0,0.37,0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22.0,66300.0,4.0,30000.0,12.69,1.0,0.38,0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26.0,89028.0,0.0,30000.0,6.62,1.0,0.34,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,78000.0,4.0,30000.0,13.030000000000001,1.0,0.38,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,78000.0,7.0,30000.0,18.62,1.0,0.38,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,92004.0,6.0,30000.0,15.23,1.0,0.33,1,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23.0,97000.0,7.0,30000.0,10.65,1.0,0.31,0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
25.0,120000.0,9.0,30000.0,7.9,0.0,0.25,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26.0,280000.0,4.0,10000.0,15.96,0.0,0.04,1,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
26.0,277104.0,0.0,20000.0,11.48,0.0,0.07,0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
23.0,277000.0,3.0,35000.0,14.86,0.0,0.13,0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25.0,128000.0,9.0,30000.0,7.29,0.0,0.23,0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24.0,12000.0,2.0,1750.0,12.022,0.0,0.15,1,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21.0,131000.0,0.0,30000.0,5.99,0.0,0.23,0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,275000.0,6.0,12000.0,11.58,0.0,0.04,0,2.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26.0,263000.0,0.0,10000.0,7.784000000000001,1.0,0.04,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25.0,221850.0,9.0,25000.0,15.7,1.0,0.1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22.0,70000.0,6.0,29100.0,15.99,1.0,0.42,0,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
22.0,12000.0,7.0,1500.0,14.84,0.0,0.13,1,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26.0,260000.0,10.0,28000.0,10.99,0.0,0.11,0,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25.0,259000.0,9.0,20000.0,14.42,0.0,0.08,1,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,255000.0,9.0,9600.0,6.99,0.0,0.04,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25.0,250000.0,2.0,25000.0,13.49,0.0,0.1,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
25.0,12000.0,0.0,3000.0,9.782,1.0,0.25,0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
22.0,56950.0,6.0,28000.0,15.11,1.0,0.49,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21.0,12000.0,6.0,3000.0,13.61,1.0,0.25,1,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23.0,65000.0,2.0,28000.0,7.9,1.0,0.43,0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26.0,85000.0,2.0,28000.0,7.49,1.0,0.33,0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26.0,12000.0,2.0,6100.0,7.51,1.0,0.51,0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22.0,88000.0,6.0,28000.0,9.91,1.0,0.32,0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
21.0,12000.0,0.0,4200.0,13.48,1.0,0.35,1,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22.0,12000.0,6.0,4750.0,7.14,1.0,0.4,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.0,83004.0,0.0,28000.0,15.99,1.0,0.34,1,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
24.0,250000.0,2.0,18000.0,12.98,0.0,0.07,1,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
144.0,250000.0,4.0,4800.0,13.57,0.0,0.02,0,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25.0,100000.0,5.0,28000.0,12.69,0.0,0.28,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26.0,110000.0,10.0,28000.0,8.9,0.0,0.25,0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26.0,12000.0,0.0,2700.0,11.297999999999998,1.0,0.23,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.0,108000.0,6.0,28000.0,9.656,1.0,0.26,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
23.0,151200.0,7.0,28000.0,11.11,0.0,0.19,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,69000.0,2.0,27600.0,13.88,1.0,0.4,0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
21.0,12000.0,5.0,3250.0,15.68,1.0,0.27,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,70000.0,4.0,27500.0,13.06,1.0,0.39,1,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,240000.0,6.0,25000.0,12.967999999999998,0.0,0.1,0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,73200.0,5.0,27050.0,15.62,1.0,0.37,1,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
24.0,83000.0,5.0,27000.0,13.49,1.0,0.33,1,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24.0,73399.0,0.0,27000.0,16.309999999999995,1.0,0.37,0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
23.0,62500.0,7.0,26000.0,11.71,1.0,0.42,0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
23.0,120000.0,1.0,25600.0,12.69,0.0,0.21,0,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24.0,12360.0,2.0,1600.0,13.57,0.0,0.13,0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
22.0,60000.0,0.0,25475.0,10.99,1.0,0.42,0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
25.0,234000.0,3.0,20000.0,14.27,0.0,0.09,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,234000.0,8.0,20000.0,8.88,0.0,0.09,0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26.0,234000.0,10.0,21600.0,12.18,0.0,0.09,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25.0,221004.0,6.0,11900.0,14.42,1.0,0.05,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,232500.0,0.0,25000.0,14.17,0.0,0.11,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25.0,230000.0,5.0,35000.0,13.99,0.0,0.15,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,83000.0,7.0,25300.0,10.99,1.0,0.3,0,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.0,12600.0,2.0,2000.0,5.42,1.0,0.16,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,12600.0,3.0,1750.0,13.61,0.0,0.14,0,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21.0,42500.0,3.0,25000.0,12.73,1.0,0.59,1,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24.0,41000.0,2.0,25000.0,11.540000000000001,1.0,0.61,0,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
25.0,12816.0,0.0,3000.0,12.87,1.0,0.23,1,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24.0,12960.0,1.0,3650.0,9.91,1.0,0.28,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26.0,226000.0,4.0,20000.0,11.49,0.0,0.09,0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25.0,225000.0,0.0,30000.0,19.91,0.0,0.13,1,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,213000.0,6.0,35000.0,10.65,1.0,0.16,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24.0,225000.0,0.0,6000.0,8.996,0.0,0.03,0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24.0,12960.0,0.0,4500.0,11.83,1.0,0.35,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,12996.0,0.0,2400.0,13.49,1.0,0.18,1,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22.0,42000.0,6.0,25000.0,14.59,1.0,0.6,1,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
26.0,48000.0,2.0,25000.0,9.64,1.0,0.52,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
25.0,12996.0,1.0,3600.0,14.59,1.0,0.28,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22.0,12996.0,1.0,4750.0,11.52,1.0,0.37,0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
25.0,42360.0,1.0,25000.0,16.35,1.0,0.59,1,3.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
21.0,49000.0,4.0,25000.0,10.99,1.0,0.51,0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
25.0,225000.0,0.0,25000.0,18.67,0.0,0.11,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26.0,225000.0,1.0,3000.0,9.32,0.0,0.01,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23.0,225000.0,8.0,7500.0,8.63,0.0,0.03,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,225000.0,2.0,25000.0,10.08,0.0,0.11,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22.0,49464.0,5.0,25000.0,11.83,1.0,0.51,0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23.0,50000.0,1.0,25000.0,7.9,1.0,0.5,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.0,50000.0,4.0,25000.0,5.99,1.0,0.5,0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24.0,44000.0,2.0,25000.0,15.33,1.0,0.57,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,50000.0,1.0,25000.0,11.83,1.0,0.5,0,4.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
22.0,50004.0,0.0,25000.0,10.36,1.0,0.5,0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
22.0,50004.0,3.0,25000.0,12.23,1.0,0.5,0,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22.0,52000.0,2.0,25000.0,11.11,1.0,0.48,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
23.0,13200.0,3.0,4950.0,7.9,1.0,0.38,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.0,220000.0,1.0,25000.0,11.58,0.0,0.11,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23.0,216000.0,5.0,21000.0,8.9,0.0,0.1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,216000.0,2.0,25000.0,16.07,0.0,0.12,0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26.0,216000.0,10.0,20000.0,14.22,0.0,0.09,1,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23.0,215000.0,7.0,35000.0,14.79,0.0,0.16,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,215000.0,11.0,12000.0,7.88,0.0,0.06,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.0,52000.0,1.0,25000.0,13.22,1.0,0.48,0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
26.0,46000.0,2.0,25000.0,11.86,1.0,0.54,0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,53000.0,5.0,25000.0,13.43,1.0,0.47,1,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
26.0,47000.0,0.0,25000.0,15.28,1.0,0.53,1,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23.0,47000.0,1.0,25000.0,17.93,1.0,0.53,0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
23.0,13200.0,2.0,1400.0,9.25,0.0,0.11,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21.0,13200.0,0.0,4500.0,12.98,1.0,0.34,0,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22.0,210000.0,6.0,16000.0,10.62,0.0,0.08,0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
26.0,210000.0,10.0,22000.0,11.83,0.0,0.1,0,4.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,48000.0,5.0,25000.0,18.43,1.0,0.52,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22.0,54996.0,6.0,25000.0,12.677999999999999,1.0,0.45,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24.0,55000.0,4.0,25000.0,12.678,1.0,0.45,1,4.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23.0,55000.0,4.0,25000.0,11.36,1.0,0.45,0,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
23.0,55000.0,4.0,25000.0,15.65,1.0,0.45,1,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
24.0,55164.0,8.0,25000.0,13.22,1.0,0.45,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
26.0,56000.0,4.0,25000.0,12.87,1.0,0.45,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,203500.0,8.0,20000.0,13.04,0.0,0.1,0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
23.0,190000.0,5.0,22000.0,17.58,1.0,0.12,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23.0,13920.0,2.0,7750.0,17.04,1.0,0.56,0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
24.0,60000.0,0.0,25000.0,10.99,1.0,0.42,0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24.0,60000.0,2.0,25000.0,11.11,1.0,0.42,0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26.0,54000.0,7.0,25000.0,14.83,1.0,0.46,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,14000.0,2.0,4000.0,12.756,1.0,0.29,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24.0,200000.0,8.0,12000.0,12.69,0.0,0.06,0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24.0,200000.0,8.0,12000.0,13.49,0.0,0.06,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21.0,200000.0,5.0,16000.0,14.65,0.0,0.08,0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,54000.0,3.0,25000.0,16.82,1.0,0.46,0,4.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
23.0,60000.0,3.0,25000.0,12.73,1.0,0.42,0,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23.0,60000.0,7.0,25000.0,10.25,1.0,0.42,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21.0,60000.0,6.0,25000.0,10.99,1.0,0.42,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
25.0,61959.0,9.0,25000.0,12.73,1.0,0.4,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22.0,56400.0,2.0,25000.0,14.96,1.0,0.44,1,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23.0,200000.0,7.0,28000.0,12.104000000000001,0.0,0.14,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.0,200000.0,2.0,25000.0,13.99,0.0,0.13,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,200000.0,3.0,24000.0,7.49,0.0,0.12,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,200000.0,4.0,15000.0,14.79,0.0,0.07,0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,200000.0,2.0,15500.0,11.99,0.0,0.08,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,200000.0,8.0,10000.0,8.49,0.0,0.05,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24.0,66000.0,3.0,25000.0,9.91,1.0,0.38,0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.0,66000.0,6.0,25000.0,13.06,1.0,0.38,1,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,200000.0,6.0,9000.0,6.17,0.0,0.04,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144.0,200000.0,4.0,6000.0,11.86,0.0,0.03,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25.0,200000.0,5.0,18000.0,16.32,0.0,0.09,0,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
25.0,200000.0,2.0,12000.0,10.38,0.0,0.06,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25.0,200000.0,9.0,23050.0,14.35,0.0,0.12,0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24.0,200000.0,8.0,20000.0,10.927999999999999,0.0,0.1,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,60000.0,2.0,25000.0,11.214,1.0,0.42,1,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21.0,14400.0,0.0,3000.0,12.718,1.0,0.21,0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26.0,66996.0,10.0,25000.0,15.21,1.0,0.37,1,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23.0,67000.0,3.0,25000.0,7.9,1.0,0.37,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24.0,67000.0,2.0,25000.0,10.99,1.0,0.37,0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
24.0,68000.0,5.0,25000.0,14.09,1.0,0.37,1,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25.0,69000.0,9.0,25000.0,17.49,1.0,0.36,0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25.0,200000.0,0.0,12000.0,11.48,0.0,0.06,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26.0,188000.0,10.0,20000.0,17.74,1.0,0.11,0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26.0,200000.0,4.0,3000.0,13.92,0.0,0.01,0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25.0,69996.0,9.0,25000.0,15.21,1.0,0.36,0,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
22.0,14400.0,2.0,4000.0,10.99,1.0,0.28,0,3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
24.0,70000.0,3.0,25000.0,11.86,1.0,0.36,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24.0,14400.0,5.0,6000.0,7.49,1.0,0.42,0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24.0,56100.0,7.0,25000.0,16.49,1.0,0.38,0,4.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
25.0,66000.0,9.0,25000.0,15.33,1.0,0.38,1,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
26.0,66000.0,3.0,25000.0,11.58,1.0,0.38,0,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
25.0,14400.0,7.0,5375.0,5.79,1.0,0.37,0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25.0,72612.0,9.0,25000.0,13.11,1.0,0.34,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23.0,74000.0,3.0,25000.0,10.36,1.0,0.34,0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
25.0,75000.0,9.0,25000.0,10.36,1.0,0.33,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,192000.0,0.0,22000.0,9.884,0.0,0.11,1,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
21.0,192000.0,123.0,20000.0,6.54,0.0,0.1,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
