year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,Credit_Score,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,loan_to_income_ratio,payment_to_income_ratio,high_dti_flag,low_credit_flag
2019,0,1,0,0,2,0,0,1,306500,180.0,1,1,1,558000.0,1,1,0,0,16860.0,668,4,1,54.92831541,0,1,0,6.0,18.17804400687978,18.17804400687978,0,0
2019,0,0,0,0,2,0,0,1,136500,360.0,1,1,1,198000.0,1,1,0,0,2100.0,758,6,1,68.93939394,0,1,0,36.0,64.9690623512613,64.9690623512613,0,0
2019,0,2,1,0,2,0,0,1,306500,360.0,1,1,1,448000.0,1,1,0,0,2880.0,692,3,1,68.41517857,3,1,1,44.0,106.38667129468935,106.38667129468935,1,0
2019,0,0,0,0,2,0,0,1,316500,360.0,1,1,1,508000.0,1,1,0,0,2760.0,620,4,0,62.30314961,3,1,0,44.0,114.63237957261862,114.63237957261862,1,1
2019,0,2,0,0,2,1,0,1,336500,360.0,1,1,1,428000.0,1,1,0,0,4980.0,846,1,0,78.62149533,3,1,0,35.0,67.5567155189721,67.5567155189721,0,0
2019,0,1,0,0,2,0,0,1,426500,360.0,1,1,1,568000.0,1,1,0,0,8940.0,533,2,0,75.08802817,0,1,0,34.0,47.70159937367185,47.70159937367185,0,1
2019,0,1,0,2,0,0,0,1,476500,360.0,1,1,1,418000.0,1,1,0,0,6780.0,518,2,1,75.13586957,3,1,1,39.0,70.26987170033918,70.26987170033918,0,1
2019,0,3,0,0,3,0,0,1,196500,360.0,1,1,1,258000.0,1,1,0,0,3840.0,812,0,1,76.1627907,3,1,0,49.0,51.1585524602968,51.1585524602968,1,0
2019,0,0,0,0,0,0,0,1,186500,360.0,1,1,1,218000.0,1,1,0,0,3840.0,534,3,1,85.55045872,2,1,0,46.0,48.555063785472534,48.555063785472534,1,1
2019,0,0,0,0,0,0,0,1,436500,360.0,1,1,1,468000.0,1,1,0,0,4920.0,647,1,0,93.26923077,3,1,0,42.0,88.70148343832554,88.70148343832554,1,1
2019,0,2,0,1,0,0,0,0,246500,360.0,1,1,1,258000.0,1,1,0,0,5400.0,683,0,0,95.54263566,0,1,0,39.0,45.63969635252731,45.63969635252731,0,0
2019,0,2,0,2,3,0,0,1,216500,360.0,1,1,1,228000.0,1,1,0,0,5760.0,705,3,1,94.95614035,0,1,0,39.0,37.58028120118035,37.58028120118035,0,0
2019,0,2,0,0,0,0,0,1,306500,360.0,1,1,1,318000.0,1,1,0,0,5580.0,701,1,0,96.3836478,0,1,0,37.0,54.918473391865255,54.918473391865255,0,0
2019,0,2,1,0,0,0,0,1,316500,360.0,1,0,1,338000.0,1,1,0,0,3720.0,591,2,1,93.63905325,0,1,0,41.0,85.05778016662188,85.05778016662188,1,1
2019,0,2,1,0,0,0,0,1,506500,360.0,1,1,1,538000.0,1,1,0,0,7500.0,647,0,0,94.14498141,0,1,0,36.0,67.52433008932142,67.52433008932142,0,1
2019,0,0,0,0,2,0,0,1,266500,360.0,1,1,1,408000.0,1,1,0,0,3540.0,889,2,0,65.31862745,3,1,0,40.0,75.26122564247387,75.26122564247387,0,0
2019,0,2,0,0,0,0,0,1,406500,360.0,1,1,1,1018000.0,1,0,0,0,9180.0,651,3,0,39.93123772,3,1,0,38.0,44.27622263370003,44.27622263370003,0,0
2019,0,1,0,0,3,0,0,1,656500,360.0,1,1,1,1108000.0,1,1,0,0,9660.0,716,2,0,59.25090253,0,1,0,42.0,67.95362798882103,67.95362798882103,1,0
2019,1,2,1,0,3,0,0,1,256500,180.0,1,1,1,418000.0,1,1,0,0,3780.0,780,4,1,61.36363636,2,1,1,45.0,67.8391959798995,67.8391959798995,1,0
2019,0,2,0,0,3,0,0,1,396500,360.0,1,1,1,418000.0,1,1,0,0,7560.0,799,1,0,94.85645933,0,1,1,42.0,52.440153418859936,52.440153418859936,1,0
2019,0,2,0,0,2,0,0,1,396500,360.0,1,1,1,528000.0,1,1,0,0,9060.0,766,1,1,75.09469697,3,1,0,30.0,43.75896700143472,43.75896700143472,0,0
2019,0,0,1,1,2,0,0,0,166500,360.0,1,1,1,198000.0,1,1,0,0,3480.0,868,1,1,84.09090909,2,1,0,56.0,47.83108302212008,47.83108302212008,1,0
2019,0,2,0,2,3,0,0,1,466500,360.0,1,1,1,418000.0,1,1,0,0,0.0,765,2,1,75.13586957,0,1,1,39.0,466500.0,466500.0,0,0
2019,0,2,0,1,3,0,0,0,236500,360.0,1,1,1,248000.0,1,1,0,0,3120.0,673,1,1,95.36290323,2,1,1,38.0,75.77699455302788,75.77699455302788,0,0
2019,1,3,0,0,3,0,0,1,866500,360.0,0,1,1,1508000.0,1,1,0,0,13620.0,876,1,0,57.4602122,3,1,1,44.0,63.615006240364146,63.615006240364146,1,0
2019,0,1,0,0,3,0,0,1,416500,360.0,1,1,1,528000.0,1,1,0,0,7380.0,886,2,0,78.88257576,0,1,0,39.0,56.42866820214063,56.42866820214063,0,0
2019,0,3,0,1,2,0,0,0,436500,360.0,1,1,1,508000.0,1,1,0,0,4920.0,772,3,1,85.92519685,3,1,0,38.0,88.70148343832554,88.70148343832554,0,0
2019,1,1,0,0,2,0,0,1,356500,360.0,1,1,1,608000.0,1,1,0,0,3720.0,640,3,0,58.63486842,0,1,0,49.0,95.8075786079011,95.8075786079011,1,1
2019,0,2,0,2,3,0,0,1,386500,360.0,1,1,1,428000.0,1,1,0,0,5760.0,798,2,0,90.30373832,3,1,0,39.0,67.08904704044437,67.08904704044437,0,0
2019,0,0,0,0,0,0,0,1,596500,360.0,1,1,1,668000.0,1,1,0,0,6780.0,858,0,0,89.29640719,0,1,0,39.0,87.96637664061348,87.96637664061348,0,0
2019,0,3,0,0,2,0,0,1,196500,312.0,1,1,1,338000.0,1,1,0,0,9060.0,543,0,1,58.13609467,3,1,0,30.0,21.686348085200308,21.686348085200308,0,1
2019,0,2,0,0,3,0,0,1,206500,180.0,1,1,1,708000.0,1,1,0,0,9600.0,846,4,1,29.16666667,0,1,0,23.0,21.508176231642537,21.508176231642537,0,0
2019,0,1,0,2,2,0,0,1,136500,360.0,1,1,1,418000.0,1,1,0,0,3360.0,555,4,1,75.13586957,0,1,1,39.0,40.612912823564415,40.612912823564415,0,1
2019,1,0,0,0,2,0,0,1,166500,360.0,1,1,1,418000.0,1,1,0,0,4560.0,603,4,1,75.13586957,0,1,1,39.0,36.50515237886428,36.50515237886428,0,1
2019,0,1,0,0,0,0,0,1,606500,360.0,1,1,1,808000.0,1,0,0,0,22500.0,808,1,0,75.06188119,2,1,0,28.0,26.954357584107374,26.954357584107374,0,0
2019,0,3,0,1,3,0,0,0,86500,360.0,1,1,1,948000.0,1,1,0,0,3300.0,519,3,1,9.124472574,3,1,1,31.0,26.204180551348077,26.204180551348077,0,1
2019,1,0,0,0,1,0,0,1,116500,180.0,1,1,1,128000.0,1,0,0,0,4140.0,786,2,0,91.015625,3,1,1,11.0,28.133301134991548,28.133301134991548,0,0
2019,0,2,1,0,2,0,0,1,426500,180.0,1,1,1,598000.0,1,1,0,0,6000.0,769,2,0,71.32107023,3,1,0,42.0,71.07148808531912,71.07148808531912,1,0
2019,1,2,1,0,2,0,0,1,166500,144.0,1,1,1,238000.0,1,1,0,0,6600.0,685,1,1,69.95798319,0,1,0,30.0,25.223450992273897,25.223450992273897,0,0
2019,0,3,1,0,2,0,0,1,426500,180.0,1,1,1,608000.0,1,1,0,0,11340.0,556,1,1,70.14802632,3,1,0,27.0,37.60691297063751,37.60691297063751,0,1
2019,0,2,0,0,3,0,0,1,376500,360.0,0,1,1,718000.0,1,1,0,0,7080.0,567,4,0,52.43732591,0,1,0,20.0,53.17045615026126,53.17045615026126,0,1
2019,0,2,0,1,0,0,0,0,286500,360.0,1,1,1,298000.0,1,1,0,0,4800.0,632,1,0,96.1409396,0,1,0,31.0,59.67506769423037,59.67506769423037,0,1
2019,0,1,0,0,3,0,0,1,706500,360.0,1,1,1,888000.0,1,1,0,0,8520.0,818,1,0,79.56081081,3,1,0,40.0,82.91280366154207,82.91280366154207,0,0
2019,0,3,0,1,3,0,0,0,146500,360.0,1,1,1,148000.0,1,1,0,0,2760.0,584,5,1,98.98648649,3,1,0,55.0,53.060485331401665,53.060485331401665,1,1
2019,0,1,0,0,2,0,0,1,446500,240.0,1,1,1,628000.0,1,1,0,0,7140.0,750,3,1,71.09872611,0,1,0,34.0,62.52625682677496,62.52625682677496,0,0
2019,0,2,0,0,3,0,0,1,286500,360.0,1,1,1,608000.0,1,1,0,0,5820.0,808,3,1,47.12171053,3,1,0,22.0,49.21834736299605,49.21834736299605,0,0
2019,0,1,0,2,2,0,0,1,166500,360.0,1,1,1,418000.0,1,1,0,0,2100.0,838,4,0,75.13586957,0,1,1,39.0,79.24797715373631,79.24797715373631,0,0
2019,0,0,0,1,3,0,0,0,636500,360.0,1,0,1,658000.0,1,1,0,0,12000.0,741,4,1,96.7325228,3,1,1,36.0,53.03724689609199,53.03724689609199,0,0
2019,0,0,0,1,2,0,0,0,226500,360.0,1,1,1,258000.0,1,1,0,0,3720.0,820,0,0,87.79069767,0,1,0,40.0,60.870733673743615,60.870733673743615,0,0
2019,0,3,0,0,2,1,0,1,316500,360.0,1,1,1,928000.0,1,1,0,0,5880.0,665,4,1,34.10560345,3,1,0,24.0,53.8173779969393,53.8173779969393,0,0
2019,0,3,0,0,2,0,0,1,156500,360.0,1,1,1,208000.0,1,1,0,0,3300.0,783,6,1,75.24038462,3,1,0,30.0,47.40987579521357,47.40987579521357,0,0
2019,0,2,0,0,0,1,0,1,706500,360.0,1,1,1,748000.0,1,1,0,0,8400.0,663,1,0,94.45187166,3,1,0,46.0,84.09713129389358,84.09713129389358,1,0
2019,0,0,0,0,2,0,0,1,196500,240.0,1,1,1,318000.0,1,1,0,0,5520.0,612,4,1,61.79245283,0,1,0,30.0,35.59137837348307,35.59137837348307,0,1
2019,0,2,0,2,0,0,0,1,166500,360.0,1,1,1,168000.0,1,1,0,0,2040.0,739,4,1,99.10714286,0,1,0,52.0,81.57765801077903,81.57765801077903,1,0
2019,0,2,0,0,3,0,0,1,486500,360.0,1,1,1,1198000.0,1,1,0,0,8580.0,812,2,0,40.60934891,0,1,0,33.0,56.695023889989514,56.695023889989514,0,0
2019,0,1,0,0,0,0,0,1,406500,360.0,1,1,1,428000.0,1,1,0,0,10740.0,571,2,0,94.97663551,2,1,0,44.0,37.84563820873289,37.84563820873289,1,1
2019,1,3,0,0,3,0,0,1,146500,360.0,1,1,1,188000.0,1,1,0,0,2400.0,870,1,1,77.92553191,3,1,1,49.0,61.01624323198667,61.01624323198667,1,0
2019,0,1,0,0,0,0,0,1,306500,360.0,1,1,1,408000.0,1,0,0,0,12600.0,793,1,0,75.12254902,0,1,0,30.0,24.323466391556227,24.323466391556227,0,0
2019,0,2,0,0,3,0,0,1,266500,300.0,1,1,1,298000.0,1,1,0,0,5040.0,804,1,1,89.4295302,0,1,0,26.0,52.86649474310653,52.86649474310653,0,0
2019,0,3,0,0,3,0,0,1,436500,240.0,1,1,1,588000.0,1,1,0,0,7860.0,801,1,1,74.23469388,3,1,0,40.0,55.52728660475766,55.52728660475766,0,0
2019,0,2,0,0,3,0,0,1,446500,360.0,1,1,1,1308000.0,1,1,0,0,5700.0,711,3,0,34.13608563,0,1,0,47.0,78.3195930538502,78.3195930538502,1,0
2019,0,0,0,1,0,0,0,0,216500,360.0,1,1,1,218000.0,1,1,0,0,2580.0,673,3,0,99.31192661,2,1,0,49.0,83.88221619527314,83.88221619527314,1,0
2019,0,3,0,0,0,0,0,1,476500,360.0,1,0,1,688000.0,1,1,0,0,15180.0,634,2,1,69.25872093,3,1,0,23.0,31.387919109413083,31.387919109413083,0,1
2019,0,2,0,0,3,0,0,1,466500,360.0,1,1,1,658000.0,1,1,0,0,8700.0,834,3,0,70.89665653,0,1,0,33.0,53.6145270658545,53.6145270658545,0,0
2019,0,3,0,0,3,0,0,1,326500,240.0,1,0,1,418000.0,1,1,0,0,5400.0,764,0,0,75.13586957,3,1,1,39.0,60.45176819107573,60.45176819107573,0,0
2019,0,1,0,1,0,0,0,0,656500,360.0,1,1,1,678000.0,1,1,0,0,8160.0,865,0,0,96.82890855,0,1,1,60.0,80.4435730915329,80.4435730915329,1,0
2019,0,3,0,0,0,0,0,1,506500,360.0,1,1,1,808000.0,1,0,0,1,9180.0,593,2,1,62.68564356,3,1,1,44.0,55.168282322187125,55.168282322187125,1,1
2019,0,3,1,2,3,0,0,1,246500,360.0,1,1,1,358000.0,1,1,0,0,5760.0,511,1,1,68.8547486,3,1,0,39.0,42.78771046693282,42.78771046693282,0,1
2019,0,1,1,0,2,0,0,1,186500,360.0,1,1,1,288000.0,1,1,0,0,5640.0,533,4,1,64.75694444,3,1,1,31.0,33.06151391597235,33.06151391597235,0,1
2019,0,1,0,0,2,1,1,1,56500,360.0,1,0,1,2008000.0,1,1,0,0,7980.0,677,4,1,2.81374502,0,1,0,41.0,7.079313369251974,7.079313369251974,1,0
2019,0,3,0,0,3,0,0,1,486500,360.0,1,1,1,578000.0,1,2,0,0,9840.0,774,4,1,84.16955017,3,1,0,44.0,49.43603292348339,49.43603292348339,1,0
2019,0,1,0,0,2,0,0,1,346500,360.0,1,1,1,3408000.0,1,1,0,0,11460.0,638,6,1,10.16725352,0,1,0,25.0,30.23296396475002,30.23296396475002,0,1
2019,0,2,1,0,2,0,0,1,136500,180.0,1,1,1,348000.0,1,1,0,0,3660.0,644,3,1,39.22413793,0,1,0,44.0,37.2848948374761,37.2848948374761,1,1
2019,0,2,1,2,0,0,0,1,586500,360.0,1,1,1,588000.0,1,1,0,0,7140.0,732,1,1,99.74489796,3,1,0,49.0,82.13135415207954,82.13135415207954,1,0
2019,0,0,0,0,3,0,0,1,336500,360.0,1,1,0,418000.0,1,1,0,0,7440.0,586,3,1,75.13586957,0,1,1,39.0,45.222416341889534,45.222416341889534,0,1
2019,0,0,0,1,2,0,0,0,76500,300.0,0,1,1,88000.0,1,1,0,0,2940.0,642,1,1,86.93181818,0,1,0,45.0,26.01156069364162,26.01156069364162,1,1
2019,1,2,1,2,3,0,0,1,286500,360.0,1,1,1,258000.0,1,1,0,0,5760.0,872,4,1,111.0465116,3,1,1,39.0,49.73094948793612,49.73094948793612,0,0
2019,0,3,0,0,3,0,0,1,136500,180.0,1,1,1,208000.0,1,1,0,0,3000.0,898,3,1,65.625,3,1,0,45.0,45.48483838720426,45.48483838720426,1,0
2019,1,3,1,0,0,0,0,1,486500,360.0,1,1,1,598000.0,1,1,0,0,14640.0,734,2,1,81.35451505,3,1,0,31.0,33.22860460351069,33.22860460351069,0,0
2019,0,0,0,0,0,0,0,1,416500,360.0,1,0,1,498000.0,1,1,0,0,3840.0,639,0,0,83.63453815,0,1,0,47.0,108.43530330643061,108.43530330643061,1,1
2019,0,2,0,0,0,0,0,1,186500,360.0,1,1,1,348000.0,1,1,0,0,2880.0,506,3,0,53.59195402,0,1,0,46.0,64.73446719888928,64.73446719888928,1,1
2019,0,1,0,0,3,0,0,1,186500,360.0,1,1,1,418000.0,1,1,0,0,5700.0,664,4,1,75.13586957,0,1,1,39.0,32.713559024732504,32.713559024732504,0,0
2019,0,2,0,1,0,0,0,0,316500,360.0,1,1,1,318000.0,1,1,0,0,7680.0,670,2,0,99.52830189,0,1,0,32.0,41.20557219112095,41.20557219112095,0,0
2019,0,2,0,1,3,0,0,0,346500,360.0,1,0,1,478000.0,1,1,0,0,5760.0,577,1,1,72.48953975,0,1,1,39.0,60.14580801944107,60.14580801944107,0,1
2019,0,2,0,0,3,0,0,1,326500,348.0,1,1,1,438000.0,1,1,0,0,6840.0,857,3,1,74.543379,3,1,0,46.0,47.72694050577401,47.72694050577401,1,0
2019,0,1,0,0,2,1,0,1,256500,180.0,1,1,1,818000.0,1,1,0,0,10260.0,653,3,1,31.35696822,0,1,0,10.0,24.997563590293343,24.997563590293343,0,0
2019,0,2,0,0,0,0,0,1,226500,360.0,1,1,1,408000.0,1,1,0,0,3120.0,595,5,1,55.51470588,0,1,1,41.0,72.57289330342839,72.57289330342839,1,1
2019,0,1,0,0,0,0,0,1,226500,360.0,0,1,1,588000.0,1,0,0,0,17340.0,639,3,0,38.52040816,0,1,0,32.0,13.061530476904446,13.061530476904446,0,1
2019,1,1,1,0,0,0,0,1,906500,360.0,1,1,1,1308000.0,1,1,0,0,12180.0,787,1,0,69.30428135,3,1,0,39.0,74.41917740743781,74.41917740743781,0,0
2019,0,1,0,0,3,0,0,1,386500,360.0,1,1,1,558000.0,1,1,0,0,5520.0,560,2,1,69.26523297,3,1,0,38.0,70.00543379822496,70.00543379822496,0,1
2019,0,1,0,1,0,0,0,0,496500,360.0,1,1,1,508000.0,1,1,0,0,6060.0,613,0,0,97.73622047,3,1,1,56.0,81.91717538360007,81.91717538360007,1,1
2019,1,3,0,0,2,0,0,1,106500,180.0,1,1,1,418000.0,1,1,0,0,5220.0,514,2,1,75.13586957,3,1,1,39.0,20.398391112813638,20.398391112813638,0,1
2019,0,3,0,0,2,0,0,1,186500,360.0,1,1,1,528000.0,1,1,0,0,2640.0,867,2,1,35.3219697,3,1,0,49.0,70.61719045815978,70.61719045815978,1,0
2019,0,0,0,0,3,0,0,1,246500,360.0,0,1,1,288000.0,1,1,0,0,4920.0,717,3,1,85.59027778,0,1,0,36.0,50.09144482828693,50.09144482828693,0,0
2019,1,3,0,0,0,0,0,1,126500,324.0,0,1,1,418000.0,1,1,0,0,4800.0,872,6,1,75.13586957,3,1,1,39.0,26.348677358883567,26.348677358883567,0,0
2019,0,3,1,1,0,0,0,0,226500,360.0,1,1,1,228000.0,1,1,0,0,4200.0,619,2,1,99.34210526,3,1,0,60.0,53.915734348964534,53.915734348964534,1,1
2019,0,2,0,2,3,0,0,1,416500,360.0,1,1,1,508000.0,1,1,0,0,5760.0,668,2,1,81.98818898,2,1,0,39.0,72.29647630619684,72.29647630619684,0,0
2019,0,1,0,0,3,0,0,1,146500,360.0,1,1,1,208000.0,1,1,0,0,8160.0,640,2,1,70.43269231,0,1,0,42.0,17.95123146673202,17.95123146673202,1,1
2019,0,0,1,1,3,0,0,0,216500,360.0,1,1,1,418000.0,1,1,0,0,4440.0,600,3,1,75.13586957,0,1,1,39.0,48.75028146813781,48.75028146813781,0,1
2019,0,2,0,0,3,0,0,1,396500,360.0,1,1,1,768000.0,1,1,0,0,11400.0,524,3,0,51.62760417,0,1,0,15.0,34.77765108323831,34.77765108323831,0,1
2019,0,0,0,0,0,0,0,1,246500,360.0,1,1,1,318000.0,1,1,0,0,3240.0,883,0,0,77.51572327,0,1,0,40.0,76.05677260104906,76.05677260104906,0,0
2019,0,3,0,2,2,0,0,1,316500,360.0,1,1,1,388000.0,1,1,0,0,3300.0,503,4,1,81.57216495,3,1,0,53.0,95.88003635262042,95.88003635262042,1,1
2019,1,1,1,0,0,0,0,1,296500,360.0,1,1,1,318000.0,1,1,0,0,3840.0,887,2,0,93.23899371,0,1,0,46.0,77.19343920853944,77.19343920853944,1,0
2019,0,2,0,2,3,0,0,1,436500,360.0,1,1,1,558000.0,1,1,0,0,5760.0,604,4,1,78.22580645,0,1,0,39.0,75.76809581669849,75.76809581669849,0,1
2019,0,0,1,0,2,0,0,1,226500,360.0,1,1,1,288000.0,1,1,0,0,6600.0,644,1,1,78.64583333,3,1,1,31.0,34.31298288138161,34.31298288138161,0,1
2019,1,1,0,2,3,0,0,1,506500,360.0,1,1,1,578000.0,1,1,0,0,5760.0,648,1,0,87.62975779,2,1,0,39.0,87.91876410345427,87.91876410345427,0,1
2019,0,2,0,0,3,0,0,1,296500,360.0,1,1,1,608000.0,1,1,0,0,8400.0,797,1,0,48.76644737,3,1,0,7.0,35.29341745030354,35.29341745030354,0,0
2019,0,3,0,0,3,0,0,1,386500,360.0,1,0,1,598000.0,1,1,0,0,5820.0,806,0,1,64.63210702,3,1,0,38.0,66.39752619824772,66.39752619824772,0,0
2019,0,1,0,0,2,0,0,1,106500,120.0,1,1,1,618000.0,1,1,0,0,6540.0,845,3,1,17.23300971,2,1,0,19.0,16.281914080415838,16.281914080415838,0,0
2019,0,3,0,0,3,0,0,1,706500,360.0,1,1,1,898000.0,1,1,0,0,15240.0,815,2,0,78.67483296,0,1,0,27.0,46.35522603503707,46.35522603503707,0,0
2019,0,2,0,0,2,0,0,1,176500,180.0,1,1,1,278000.0,1,1,0,0,5280.0,585,2,1,63.48920863,0,1,0,37.0,33.421700435523576,33.421700435523576,0,1
2019,0,1,0,0,0,0,0,1,496500,360.0,0,1,1,588000.0,1,1,0,0,8280.0,729,1,0,84.43877551,3,1,0,40.0,59.95652698949402,59.95652698949402,0,0
2019,0,0,0,0,2,0,0,1,606500,360.0,1,1,1,978000.0,1,1,0,0,16740.0,538,4,0,62.01431493,0,1,0,20.0,36.228421241263966,36.228421241263966,0,1
2019,0,0,0,1,0,0,0,0,126500,360.0,1,1,1,138000.0,1,1,0,0,2220.0,629,4,1,91.66666667,0,1,0,55.0,56.95632597928861,56.95632597928861,1,1
2019,0,2,0,1,2,0,0,0,156500,180.0,1,1,1,198000.0,1,1,0,0,3780.0,791,3,1,79.04040404,0,1,0,30.0,41.39116635810632,41.39116635810632,0,0
2019,0,0,0,0,3,0,0,1,196500,360.0,1,1,1,208000.0,1,1,0,0,5580.0,671,3,1,94.47115385,0,1,1,36.0,35.20874395269665,35.20874395269665,0,0
2019,0,1,0,0,2,0,0,1,256500,360.0,1,1,1,1308000.0,1,1,0,0,11760.0,787,2,1,19.61009174,0,1,0,42.0,21.809369951534734,21.809369951534734,1,0
2019,1,2,0,0,2,0,0,1,1376500,360.0,1,1,1,1708000.0,1,1,0,0,54300.0,572,3,0,80.59133489,0,1,1,10.0,25.349441078433177,25.349441078433177,0,1
2019,0,3,0,0,3,0,0,1,376500,360.0,1,1,1,608000.0,1,1,0,0,4680.0,755,1,0,61.92434211,3,1,0,41.0,80.4315317239906,80.4315317239906,1,0
2019,0,1,0,0,3,0,0,1,296500,360.0,1,1,1,438000.0,1,1,0,0,4140.0,670,4,1,67.69406393,0,1,0,44.0,71.60106254527892,71.60106254527892,1,0
2019,0,1,0,0,3,0,0,1,566500,360.0,0,1,1,418000.0,1,1,0,0,8580.0,760,2,0,75.13586957,0,1,1,39.0,66.01794662626733,66.01794662626733,0,0
2019,0,1,1,0,0,0,0,1,416500,360.0,1,1,1,858000.0,1,1,0,0,10020.0,578,1,1,48.54312354,3,1,0,24.0,41.562718291587665,41.562718291587665,0,1
2019,0,0,0,0,3,1,0,1,476500,360.0,1,1,1,808000.0,1,1,0,0,9000.0,648,2,0,58.97277228,0,1,0,38.0,52.93856238195756,52.93856238195756,0,1
2019,0,3,0,2,3,0,0,1,686500,360.0,1,1,1,418000.0,1,1,0,0,0.0,836,2,1,75.13586957,3,1,1,39.0,686500.0,686500.0,0,0
2019,0,1,0,0,2,0,0,1,556500,240.0,0,1,1,418000.0,1,0,0,1,25680.0,900,2,0,75.13586957,3,1,1,39.0,21.66971691133523,21.66971691133523,0,0
2019,0,0,0,0,2,0,0,1,266500,360.0,1,1,1,568000.0,1,1,0,0,8580.0,777,3,1,46.91901408,0,1,0,39.0,31.056986365225498,31.056986365225498,0,0
2019,0,1,0,0,0,0,0,1,406500,360.0,1,1,1,458000.0,1,1,0,0,7080.0,765,1,0,88.75545852,0,1,0,36.0,57.40714588334981,57.40714588334981,0,0
2019,0,2,0,2,3,0,0,1,256500,360.0,1,1,1,758000.0,1,1,0,0,5760.0,534,4,0,33.83905013,0,1,0,39.0,44.52352022218365,44.52352022218365,0,1
