isJointApplication,loanAmount,interestRate,monthlyPayment,loanStatus,yearsEmployment,annualIncome,incomeVerified,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon,term_months,grade_score,loan_to_income_ratio,payment_to_income_ratio,repayment_velocity,loan_amortization_rate,open_credit_ratio,recent_credit_velocity,inquiry_intensity,delinquency_density,derogatory_density,estimated_credit_limit,credit_utilization_recomputed,log_loanAmount,log_annualIncome,log_revolvingBalance,purpose_business,purpose_debtconsolidation,purpose_education,purpose_healthcare,purpose_homeimprovement,purpose_other,homeOwnership_own,homeOwnership_rent,default_probability,predicted_default,risk_band,loan_amount,expected_loss,priority_level,assigned_team,recovery_channel,follow_up_frequency,legal_action,recommended_action,escalation_notes,risk_flags
0.0,27674.0,21.38,986.5,1,4.144218947230374,50267.0,1.0,23.95,5.0,15.0,15.0,13.0,11693.0,79.08,0.0,2.5,2.5,1.0,36.0,1.3,0.5505291636826609,0.01824863100357,0.0378681120144534,747.9459459459459,0.9375,0.8125,0.1666666666666666,0.0694444444444444,0.0,14786.10538561728,0.7907565202972875,10.228284757576835,10.825123970735037,9.366831168735615,0,1,0,0,0,0,0,1,0.996208,True,Very High,27674.0,27569.06,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (23.95 ≥ 0.4) | High interest rate (21.4% ≥ 18.0%) | Recent delinquencies (2 in last 2 years) | High revolving utilisation (7908.0%) | Charge-offs in past year (2)
0.0,27573.0,21.629999999999995,986.5,1,10.0,48765.0,1.0,22.43,4.0,15.0,14.0,13.0,15294.0,63.49,0.0,0.0,0.0,2.5,36.0,2.3,0.5654144280851413,0.01824863100357,0.0380068180169725,745.2162162162163,0.875,0.8666666666666667,0.4545454545454545,0.0,0.0,24088.453481595818,0.6348836436527925,10.224628578731574,10.794788627706676,9.635281256585005,0,1,0,0,0,0,0,1,0.995453,True,Very High,27573.0,27447.62,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (22.43 ≥ 0.4) | High interest rate (21.6% ≥ 18.0%) | High revolving utilisation (6349.0%)
0.0,28170.0,18.54,986.5,1,4.144218947230374,50305.0,1.0,12.37,8.0,18.0,13.0,8.0,14528.0,66.74,0.0,0.0,0.0,0.0,36.0,5.2,0.5599729654514372,0.01824863100357,0.0364204323595186,761.3513513513514,0.6842105263157895,0.5714285714285714,0.0,0.0,0.0,21767.728982184864,0.6673793408834046,10.246048358997896,10.82587963326826,9.583901931071338,0,1,0,0,0,0,0,1,0.96807,True,Very High,28170.0,27270.52,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (12.37 ≥ 0.4) | High interest rate (18.5% ≥ 18.0%) | High revolving utilisation (6674.0%)
0.0,27333.0,9.37,685.0,1,4.144218947230374,49081.0,0.0,23.59,5.0,21.0,18.0,12.0,13054.0,60.27,0.0,0.0,0.0,0.0,48.0,4.3,0.5568843975388126,0.01395623650218,0.0250603643813565,557.8163265306123,0.8181818181818182,0.631578947368421,0.0,0.0,0.0,21658.8409019263,0.6026821738491649,10.215886627524746,10.801247647790849,9.47692648113323,0,1,0,0,0,0,0,1,0.961793,True,Very High,27333.0,26288.68,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (23.59 ≥ 0.4) | High revolving utilisation (6027.0%)
1.0,27921.0,10.06,709.0,0,0.5,52617.0,0.0,19.62,15.0,17.0,10.0,6.0,14308.0,100.0,0.0,0.0,0.0,1.0,48.0,5.1,0.5306359040632483,0.013474476414915,0.0253921638851085,569.8163265306123,0.5555555555555556,0.5454545454545454,0.0625,0.0,0.0,14307.856921430784,0.9999401125166398,10.237170187548593,10.870813545510108,9.568643988906736,0,1,0,0,0,0,0,0,0.936137,True,Very High,27921.0,26137.89,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (19.62 ≥ 0.4) | High revolving utilisation (10000.0%)
0.0,27684.0,11.85,918.0,0,0.5,52750.0,1.0,26.65,3.0,15.0,11.0,6.0,15712.0,33.23,0.0,0.0,0.0,2.0,36.0,5.3,0.5248052169627117,0.0174025136964228,0.033158750225754,748.2162162162163,0.6875,0.5,0.4545454545454545,0.0,0.0,40620.698223610576,0.3323029717667676,10.228646029257067,10.873338008504597,9.662243674190131,0,1,0,0,0,0,0,1,0.94136,True,Very High,27684.0,26060.6,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (26.65 ≥ 0.4) | High revolving utilisation (3323.0%)
0.0,27239.0,16.39,668.0,0,0.5,54211.0,1.0,18.81,1.0,14.0,7.0,6.0,14250.0,69.44,0.0,0.0,0.0,0.0,60.0,5.3,0.5024533313657493,0.0123219951302294,0.0245227606461086,446.5409836065574,0.4666666666666667,0.75,0.0,0.0,0.0,20521.017842484987,0.6943761626841313,10.212441760263449,10.900657565135909,9.564582358673212,0,1,0,0,0,0,0,0,0.948879,True,Very High,27239.0,25846.52,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (18.81 ≥ 0.4) | High revolving utilisation (6944.0%)
0.0,25819.0,7.04,798.0,1,1.0,47866.0,1.0,18.08,4.0,14.0,13.0,9.0,12078.0,77.56,0.0,2.5,2.5,0.0,36.0,5.1,0.5393903942173105,0.0166711930975411,0.0309062742060418,697.8108108108108,0.8666666666666667,0.6428571428571429,0.0,0.0694444444444444,0.0,15572.259254006523,0.7755601960387771,10.158904664400634,10.776181610692204,9.39922368660528,0,0,0,0,0,1,0,0,0.988532,True,Very High,25819.0,25522.9,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (18.08 ≥ 0.4) | Recent delinquencies (2 in last 2 years) | High revolving utilisation (7756.0%) | Charge-offs in past year (2)
0.0,25562.0,21.629999999999995,767.0,1,4.144218947230374,48438.0,1.0,25.09,4.0,13.0,12.0,6.0,16442.0,78.46,0.0,0.0,0.0,1.0,60.0,5.1,0.5277152707529057,0.0158343483556638,0.030004303094316,419.0491803278688,0.8571428571428571,0.4615384615384615,0.2,0.0,0.0,20955.634009253008,0.7845725603043096,10.148901272496063,10.788060553358148,9.707655133714226,0,1,0,0,0,0,0,1,0.99835,True,Very High,25562.0,25519.82,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (25.09 ≥ 0.4) | High interest rate (21.6% ≥ 18.0%) | High revolving utilisation (7846.0%)
0.0,29766.0,8.33,937.0,1,4.144218947230374,54160.0,1.0,16.33,1.0,7.0,4.0,4.0,15195.0,91.52,0.0,0.0,0.0,0.0,36.0,4.3,0.5495836487509462,0.0173002714130093,0.031477810998757,800.0755427558705,0.5,0.8,0.0,0.0,0.0,16602.74691054512,0.9151548793091746,10.301155676342068,10.899716371226631,9.628787514307517,0,1,0,0,0,0,0,1,0.848923,True,Very High,29766.0,25269.05,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (16.33 ≥ 0.4) | High revolving utilisation (9152.0%)
0.0,25844.0,21.629999999999995,718.0,1,4.144218947230374,55549.0,0.0,20.71,31.5,16.0,9.0,7.0,12133.0,54.9,0.0,0.0,0.0,1.0,60.0,2.3,0.4652385238523852,0.0129252925292529,0.0277810021280711,423.672131147541,0.5294117647058824,0.7,0.0263157894736842,0.0,0.0,22099.77960328592,0.5489851587948544,10.15987243763014,10.925038795067776,9.403766708502244,0,1,0,0,0,0,0,1,0.976243,True,Very High,25844.0,25230.04,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (20.71 ≥ 0.4) | High interest rate (21.6% ≥ 18.0%) | High revolving utilisation (5490.0%)
1.0,30266.0,5.96,920.0,1,1.0,54943.0,0.0,18.13,3.0,12.0,7.0,7.0,12789.0,79.88,0.0,1.0,1.0,2.5,36.0,3.2,0.550851776354106,0.0167443214909726,0.0303961410116628,800.0755427558705,0.5384615384615384,0.875,0.4545454545454545,0.0694444444444444,0.0,16010.064971645324,0.7987601088777407,10.317813289076488,10.914069763697205,9.456418894572888,0,1,0,0,0,0,0,0,0.79863,True,High,30266.0,24171.32,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (18.13 ≥ 0.4) | High revolving utilisation (7988.0%) | Charge-offs in past year (1)
0.0,29012.0,20.03,769.0,1,4.144218947230374,53120.0,1.0,15.12,10.0,14.0,9.0,7.0,14933.0,26.72,0.0,0.0,0.0,1.0,60.0,2.3,0.5461493571280661,0.0144763841042149,0.0265053596663564,475.6065573770492,0.6,0.7,0.0909090909090909,0.0,0.0,40620.698223610576,0.2672052186495362,10.275499284385074,10.880327609274326,9.611395771595648,0,1,0,0,0,0,0,1,0.818303,True,Very High,29012.0,23740.6,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (15.12 ≥ 0.4) | High interest rate (20.0% ≥ 18.0%) | High revolving utilisation (2672.0%)
0.0,23631.0,20.44,884.0,1,0.5,56982.0,1.0,20.94,1.0,13.0,11.0,9.0,13886.0,100.0,0.0,0.0,0.0,0.0,36.0,5.3,0.414702630609129,0.0155133987329554,0.0374069058903182,638.6756756756756,0.7857142857142857,0.75,0.0,0.0,0.0,13885.861141388585,0.999937988766517,10.07035700477116,10.950508256718583,9.53870842969938,0,1,0,0,0,0,0,0,0.98909,True,Very High,23631.0,23373.19,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (20.94 ≥ 0.4) | High interest rate (20.4% ≥ 18.0%) | High revolving utilisation (10000.0%)
0.0,23714.0,21.04,642.0,1,0.5,58102.0,1.0,22.2,3.0,16.0,14.0,9.0,14611.0,73.13,0.0,0.0,0.0,0.0,60.0,5.3,0.4081372734626439,0.0110493434073972,0.0270714737507906,388.75409836065575,0.8235294117647058,0.6,0.0,0.0,0.0,19979.215380618345,0.7312733982924573,10.073863038311682,10.969972576618831,9.589598387915172,0,1,0,0,0,0,1,0,0.984821,True,Very High,23714.0,23354.05,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (22.20 ≥ 0.4) | High interest rate (21.0% ≥ 18.0%) | High revolving utilisation (7313.0%)
0.0,23477.0,21.629999999999995,654.0,1,4.144218947230374,55195.0,1.0,15.74,3.0,24.0,14.0,13.0,14884.0,76.13,0.0,0.0,0.0,1.0,60.0,5.1,0.4253387926661352,0.0118486846872961,0.0278558650651673,384.8688524590164,0.56,0.8666666666666667,0.25,0.0,0.0,19550.511618131903,0.7612710613227831,10.063819091438468,10.918645765871444,9.608109273449877,0,1,0,0,0,0,0,0,0.991349,True,Very High,23477.0,23273.89,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (15.74 ≥ 0.4) | High interest rate (21.6% ≥ 18.0%) | High revolving utilisation (7613.0%)
0.0501671227620192,26924.0,15.43,647.0,1,4.144218947230374,54540.0,1.0,17.34,4.0,15.0,11.0,7.0,15534.0,77.29,0.0,0.0,0.0,2.5,60.0,4.2,0.4936469811701289,0.0118626354485616,0.0240297121634169,441.37704918032784,0.6875,0.5833333333333334,0.4545454545454545,0.0,0.0,20098.07092675732,0.7728715449886805,10.20081050202459,10.906707991398342,9.650850821827149,0,1,0,0,0,0,0,1,0.850015,True,Very High,26924.0,22885.81,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (17.34 ≥ 0.4) | High revolving utilisation (7729.0%)
0.0,23802.0,13.29,805.0,1,4.144218947230374,46321.0,0.0,17.24,1.0,14.0,8.0,7.0,8069.125,43.05,0.0,0.0,0.0,2.5,36.0,3.1,0.5655024946543122,0.01824863100357,0.0338192664790152,643.2972972972973,0.5333333333333333,0.7777777777777778,0.4545454545454545,0.0,0.0,17753.362291235975,0.4304857518747822,10.077566902136049,10.755800579544836,9.140485963065863,0,0,0,0,1,0,1,0,0.952977,True,Very High,23802.0,22682.75,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (17.24 ≥ 0.4) | High revolving utilisation (4305.0%)
0.0,25737.0,6.98,616.0,1,10.0,48656.0,1.0,19.25,10.0,22.0,12.0,6.0,12688.0,87.57,0.0,2.5,2.5,2.0,48.0,2.1,0.528947530673901,0.0126600489138253,0.0239334835651565,525.2448979591836,0.5217391304347826,0.4615384615384615,0.1818181818181818,0.0694444444444444,0.0,14488.814790284458,0.87564956375477,10.155723778053613,10.7925509621558,9.448490755396914,0,1,0,0,0,0,0,0,0.869277,True,Very High,25737.0,22372.57,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (19.25 ≥ 0.4) | Recent delinquencies (2 in last 2 years) | High revolving utilisation (8757.0%) | Charge-offs in past year (2)
0.0,25079.0,6.83,772.0,1,1.0,50204.0,1.0,14.37,5.0,7.0,6.0,3.0,12960.0,70.84,0.0,0.0,0.0,0.0,36.0,4.2,0.4995319191315606,0.0153769544866049,0.0307814992025518,677.8108108108108,0.75,0.4285714285714285,0.0,0.0,0.0,18294.4904786776,0.7083712795294651,10.129825994746858,10.823869902313536,9.469700127423376,0,1,0,0,0,0,0,1,0.889912,True,Very High,25079.0,22318.11,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (14.37 ≥ 0.4) | High revolving utilisation (7084.0%)
0.0,22997.0,12.75,520.0,1,10.0,47954.0,1.0,16.84,1.0,16.0,13.0,12.0,13958.0,90.34,0.0,0.0,0.0,2.0,60.0,4.3,0.4795537483057032,0.0108434991137524,0.0226106617966779,377.0,0.7647058823529411,0.8571428571428571,0.4545454545454545,0.0,0.0,15450.349232352975,0.9033515319667936,10.04316253460861,10.778018350162052,9.543879740512756,0,1,0,0,0,0,0,1,0.96582,True,Very High,22997.0,22210.97,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (16.84 ≥ 0.4) | High revolving utilisation (9034.0%)
0.0,22499.0,12.98,512.0,1,10.0,47627.0,1.0,21.58,1.0,12.0,12.0,11.0,13985.0,41.55,0.0,0.0,0.0,1.0,60.0,4.3,0.4723901906441589,0.0107499790039472,0.0227555555555555,368.8360655737705,0.9230769230769232,0.8461538461538461,0.4545454545454545,0.0,0.0,33657.43303410267,0.4154976550997017,10.021270588192513,10.771176102571063,9.545812108263812,0,1,0,0,0,0,1,0,0.971918,True,Very High,22499.0,21867.19,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (21.58 ≥ 0.4) | High revolving utilisation (4155.0%)
0.0,25992.0,20.36,796.0,0,4.144218947230374,53982.0,1.0,17.89,4.0,18.0,14.0,12.0,14585.0,68.58,0.0,0.0,0.0,2.0,48.0,2.1,0.4814849119167145,0.014745382805698,0.030623629438695,530.4489795918367,0.7368421052631579,0.8,0.4,0.0,0.0,21266.823172598823,0.6857777536344724,10.16558254998528,10.89642446116701,9.58781744354418,0,0,0,0,0,1,1,0,0.830618,True,Very High,25992.0,21589.41,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (17.89 ≥ 0.4) | High interest rate (20.4% ≥ 18.0%) | High revolving utilisation (6858.0%)
0.0,24151.0,13.85,658.0,1,1.0,55521.0,0.0,22.8,6.0,10.0,5.0,4.0,14811.0,83.74,0.0,0.0,0.0,1.0,48.0,5.2,0.4349807283599294,0.011851158099492,0.027244120569725,492.8775510204082,0.4545454545454545,0.6666666666666666,0.1428571428571428,0.0,0.0,17686.67677720591,0.8373626557381985,10.092122471386675,10.924534617586628,9.603192942033504,0,1,0,0,0,0,0,1,0.893771,True,Very High,24151.0,21585.47,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (22.80 ≥ 0.4) | High revolving utilisation (8374.0%)
0.0,21846.0,16.71,540.0,0,0.5,48469.0,1.0,22.54,3.0,13.0,8.0,4.0,11659.0,51.29,0.0,1.0,1.0,1.0,60.0,3.3,0.4507117804827728,0.0111409119042706,0.0247173524969103,358.1311475409836,0.5714285714285714,0.4444444444444444,0.25,0.0694444444444444,0.0,22731.08342594217,0.5128874367359828,9.991818891326092,10.788700328839422,9.363919459904483,1,0,0,0,0,0,0,0,0.982392,True,Very High,21846.0,21461.33,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (22.54 ≥ 0.4) | High revolving utilisation (5129.0%) | Charge-offs in past year (1)
0.0,25010.0,10.59,539.0,0,4.144218947230374,48692.0,1.0,13.85,6.0,8.0,7.0,7.0,15751.0,61.46,0.0,0.0,0.0,0.0,60.0,5.2,0.5136261885691988,0.0110693528843981,0.0215505177721802,410.0,0.7777777777777778,0.875,0.0,0.0,0.0,25627.63378402564,0.6145860186202207,10.127071007078722,10.79329056157318,9.664722620318962,0,1,0,0,0,0,1,0,0.851174,True,Very High,25010.0,21287.85,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (13.85 ≥ 0.4) | High revolving utilisation (6146.0%)
0.0,24109.0,10.77,787.0,1,1.0,48209.0,0.0,15.22,18.0,13.0,10.0,9.0,16927.0,53.39,0.0,0.0,0.0,1.0,36.0,4.1,0.5000829703381041,0.0163244140219871,0.0326420572376607,651.5945945945946,0.7142857142857143,0.8181818181818182,0.0526315789473684,0.0,0.0,31703.84521735873,0.5338931599871773,10.090381971175216,10.783321747399668,9.736724334658026,0,1,0,0,0,0,0,0,0.871481,True,Very High,24109.0,21010.53,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (15.22 ≥ 0.4) | High revolving utilisation (5339.0%)
0.0,23198.0,8.53,733.0,1,1.0,47863.0,1.0,19.78,17.0,9.0,7.0,5.0,16214.0,72.02,0.0,0.0,0.0,1.0,36.0,3.2,0.4846648838375397,0.0153142236336286,0.0315961894909263,626.972972972973,0.7,0.625,0.0555555555555555,0.0,0.0,22512.878188306197,0.7201780103981207,10.051864453277146,10.776118935069867,9.693692018741418,0,1,0,0,0,0,1,0,0.893666,True,Very High,23198.0,20731.26,Low,Automated System,Email + SMS Reminder,Once in 15 days,False,Send automated reminder,Monitor for 30 days; escalate if no response.,High debt-to-income ratio (19.78 ≥ 0.4) | High revolving utilisation (7202.0%)
