id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
24917,2019,0,3,0,0,3,0,0,1,196500,360.0,1,1,1,258000.0,1,1,0,0,3840.0,3,812,1,0,1,76.1627907,3,1,0,49.0
24918,2019,0,0,0,0,0,0,0,1,186500,360.0,1,1,1,218000.0,1,1,0,0,3840.0,1,534,0,3,1,85.55045872,2,1,0,46.0
24919,2019,0,0,0,0,0,0,0,1,436500,360.0,1,1,1,468000.0,1,1,0,0,4920.0,0,647,1,1,0,93.26923077,3,1,0,42.0
24920,2019,0,2,0,1,0,0,0,0,246500,360.0,1,1,1,258000.0,1,1,0,0,5400.0,3,683,0,0,0,95.54263566,0,1,0,39.0
24921,2019,0,2,0,2,3,0,0,1,216500,360.0,1,1,1,228000.0,1,1,0,0,5760.0,0,705,0,3,1,94.95614035,0,1,0,39.0
24922,2019,0,2,0,0,0,0,0,1,306500,360.0,1,1,1,318000.0,1,1,0,0,5580.0,3,701,0,1,0,96.3836478,0,1,0,37.0
24923,2019,0,2,1,0,0,0,0,1,316500,360.0,1,0,1,338000.0,1,1,0,0,3720.0,3,591,0,2,1,93.63905325,0,1,0,41.0
24924,2019,0,2,1,0,0,0,0,1,506500,360.0,1,1,1,538000.0,1,1,0,0,7500.0,0,647,0,0,0,94.14498141,0,1,0,36.0
24925,2019,0,0,0,0,2,0,0,1,266500,360.0,1,1,1,408000.0,1,1,0,0,3540.0,3,889,0,2,0,65.31862745,3,1,0,40.0
24926,2019,0,2,0,0,0,0,0,1,406500,360.0,1,1,1,1018000.0,1,0,0,0,9180.0,3,651,0,3,0,39.93123772,3,1,0,38.0
24927,2019,0,1,0,0,3,0,0,1,656500,360.0,1,1,1,1108000.0,1,1,0,0,9660.0,3,716,1,2,0,59.25090253,0,1,0,42.0
24928,2019,1,2,1,0,3,0,0,1,256500,180.0,1,1,1,418000.0,1,1,0,0,3780.0,3,780,1,4,1,61.36363636,2,1,1,45.0
24929,2019,0,2,0,0,3,0,0,1,396500,360.0,1,1,1,418000.0,1,1,0,0,7560.0,1,799,0,1,0,94.85645933,0,1,1,42.0
24930,2019,0,2,0,0,2,0,0,1,396500,360.0,1,1,1,528000.0,1,1,0,0,9060.0,3,766,0,1,1,75.09469697,3,1,0,30.0
24931,2019,0,0,1,1,2,0,0,0,166500,360.0,1,1,1,198000.0,1,1,0,0,3480.0,0,868,0,1,1,84.09090909,2,1,0,56.0
24932,2019,0,2,0,2,3,0,0,1,466500,360.0,1,1,1,418000.0,1,1,0,0,0.0,2,765,1,2,1,75.13586957,0,1,1,39.0
24933,2019,0,2,0,1,3,0,0,0,236500,360.0,1,1,1,248000.0,1,1,0,0,3120.0,1,673,0,1,1,95.36290323,2,1,1,38.0
24934,2019,1,3,0,0,3,0,0,1,866500,360.0,0,1,1,1508000.0,1,1,0,0,13620.0,1,876,1,1,0,57.4602122,3,1,1,44.0
24935,2019,0,1,0,0,3,0,0,1,416500,360.0,1,1,1,528000.0,1,1,0,0,7380.0,1,886,1,2,0,78.88257576,0,1,0,39.0
24936,2019,0,3,0,1,2,0,0,0,436500,360.0,1,1,1,508000.0,1,1,0,0,4920.0,1,772,1,3,1,85.92519685,3,1,0,38.0
24937,2019,1,1,0,0,2,0,0,1,356500,360.0,1,1,1,608000.0,1,1,0,0,3720.0,1,640,1,3,0,58.63486842,0,1,0,49.0
24938,2019,0,2,0,2,3,0,0,1,386500,360.0,1,1,1,428000.0,1,1,0,0,5760.0,0,798,0,2,0,90.30373832,3,1,0,39.0
24939,2019,0,0,0,0,0,0,0,1,596500,360.0,1,1,1,668000.0,1,1,0,0,6780.0,1,858,1,0,0,89.29640719,0,1,0,39.0
24940,2019,0,3,0,0,2,0,0,1,196500,312.0,1,1,1,338000.0,1,1,0,0,9060.0,0,543,1,0,1,58.13609467,3,1,0,30.0
24941,2019,0,2,0,0,3,0,0,1,206500,180.0,1,1,1,708000.0,1,1,0,0,9600.0,3,846,0,4,1,29.16666667,0,1,0,23.0
24942,2019,0,1,0,2,2,0,0,1,136500,360.0,1,1,1,418000.0,1,1,0,0,3360.0,2,555,1,4,1,75.13586957,0,1,1,39.0
24943,2019,1,0,0,0,2,0,0,1,166500,360.0,1,1,1,418000.0,1,1,0,0,4560.0,2,603,1,4,1,75.13586957,0,1,1,39.0
24944,2019,0,1,0,0,0,0,0,1,606500,360.0,1,1,1,808000.0,1,0,0,0,22500.0,3,808,1,1,0,75.06188119,2,1,0,28.0
24945,2019,0,3,0,1,3,0,0,0,86500,360.0,1,1,1,948000.0,1,1,0,0,3300.0,0,519,1,3,1,9.124472574,3,1,1,31.0
24946,2019,1,0,0,0,1,0,0,1,116500,180.0,1,1,1,128000.0,1,0,0,0,4140.0,0,786,1,2,0,91.015625,3,1,1,11.0
24947,2019,0,2,1,0,2,0,0,1,426500,180.0,1,1,1,598000.0,1,1,0,0,6000.0,0,769,0,2,0,71.32107023,3,1,0,42.0
24948,2019,1,2,1,0,2,0,0,1,166500,144.0,1,1,1,238000.0,1,1,0,0,6600.0,1,685,0,1,1,69.95798319,0,1,0,30.0
24949,2019,0,3,1,0,2,0,0,1,426500,180.0,1,1,1,608000.0,1,1,0,0,11340.0,1,556,0,1,1,70.14802632,3,1,0,27.0
24950,2019,0,2,0,0,3,0,0,1,376500,360.0,0,1,1,718000.0,1,1,0,0,7080.0,3,567,0,4,0,52.43732591,0,1,0,20.0
24951,2019,0,2,0,1,0,0,0,0,286500,360.0,1,1,1,298000.0,1,1,0,0,4800.0,0,632,0,1,0,96.1409396,0,1,0,31.0
24952,2019,0,1,0,0,3,0,0,1,706500,360.0,1,1,1,888000.0,1,1,0,0,8520.0,0,818,1,1,0,79.56081081,3,1,0,40.0
24953,2019,0,3,0,1,3,0,0,0,146500,360.0,1,1,1,148000.0,1,1,0,0,2760.0,3,584,0,5,1,98.98648649,3,1,0,55.0
24954,2019,0,1,0,0,2,0,0,1,446500,240.0,1,1,1,628000.0,1,1,0,0,7140.0,3,750,1,3,1,71.09872611,0,1,0,34.0
24955,2019,0,2,0,0,3,0,0,1,286500,360.0,1,1,1,608000.0,1,1,0,0,5820.0,3,808,0,3,1,47.12171053,3,1,0,22.0
24956,2019,0,1,0,2,2,0,0,1,166500,360.0,1,1,1,418000.0,1,1,0,0,2100.0,2,838,1,4,0,75.13586957,0,1,1,39.0
24957,2019,0,0,0,1,3,0,0,0,636500,360.0,1,0,1,658000.0,1,1,0,0,12000.0,0,741,0,4,1,96.7325228,3,1,1,36.0
24958,2019,0,0,0,1,2,0,0,0,226500,360.0,1,1,1,258000.0,1,1,0,0,3720.0,1,820,0,0,0,87.79069767,0,1,0,40.0
24959,2019,0,3,0,0,2,1,0,1,316500,360.0,1,1,1,928000.0,1,1,0,0,5880.0,1,665,0,4,1,34.10560345,3,1,0,24.0
24960,2019,0,3,0,0,2,0,0,1,156500,360.0,1,1,1,208000.0,1,1,0,0,3300.0,1,783,1,6,1,75.24038462,3,1,0,30.0
24961,2019,0,2,0,0,0,1,0,1,706500,360.0,1,1,1,748000.0,1,1,0,0,8400.0,3,663,0,1,0,94.45187166,3,1,0,46.0
24962,2019,0,0,0,0,2,0,0,1,196500,240.0,1,1,1,318000.0,1,1,0,0,5520.0,3,612,0,4,1,61.79245283,0,1,0,30.0
24963,2019,0,2,0,2,0,0,0,1,166500,360.0,1,1,1,168000.0,1,1,0,0,2040.0,1,739,0,4,1,99.10714286,0,1,0,52.0
24964,2019,0,2,0,0,3,0,0,1,486500,360.0,1,1,1,1198000.0,1,1,0,0,8580.0,0,812,0,2,0,40.60934891,0,1,0,33.0
24965,2019,0,1,0,0,0,0,0,1,406500,360.0,1,1,1,428000.0,1,1,0,0,10740.0,3,571,1,2,0,94.97663551,2,1,0,44.0
24966,2019,1,3,0,0,3,0,0,1,146500,360.0,1,1,1,188000.0,1,1,0,0,2400.0,1,870,0,1,1,77.92553191,3,1,1,49.0
24967,2019,0,1,0,0,0,0,0,1,306500,360.0,1,1,1,408000.0,1,0,0,0,12600.0,1,793,1,1,0,75.12254902,0,1,0,30.0
24968,2019,0,2,0,0,3,0,0,1,266500,300.0,1,1,1,298000.0,1,1,0,0,5040.0,1,804,0,1,1,89.4295302,0,1,0,26.0
24969,2019,0,3,0,0,3,0,0,1,436500,240.0,1,1,1,588000.0,1,1,0,0,7860.0,0,801,1,1,1,74.23469388,3,1,0,40.0
24970,2019,0,2,0,0,3,0,0,1,446500,360.0,1,1,1,1308000.0,1,1,0,0,5700.0,0,711,0,3,0,34.13608563,0,1,0,47.0
24971,2019,0,0,0,1,0,0,0,0,216500,360.0,1,1,1,218000.0,1,1,0,0,2580.0,0,673,1,3,0,99.31192661,2,1,0,49.0
24972,2019,0,3,0,0,0,0,0,1,476500,360.0,1,0,1,688000.0,1,1,0,0,15180.0,0,634,1,2,1,69.25872093,3,1,0,23.0
24973,2019,0,2,0,0,3,0,0,1,466500,360.0,1,1,1,658000.0,1,1,0,0,8700.0,0,834,0,3,0,70.89665653,0,1,0,33.0
24974,2019,0,3,0,0,3,0,0,1,326500,240.0,1,0,1,418000.0,1,1,0,0,5400.0,2,764,1,0,0,75.13586957,3,1,1,39.0
24975,2019,0,1,0,1,0,0,0,0,656500,360.0,1,1,1,678000.0,1,1,0,0,8160.0,1,865,1,0,0,96.82890855,0,1,1,60.0
24976,2019,0,3,0,0,0,0,0,1,506500,360.0,1,1,1,808000.0,1,0,0,1,9180.0,3,593,0,2,1,62.68564356,3,1,1,44.0
24977,2019,0,3,1,2,3,0,0,1,246500,360.0,1,1,1,358000.0,1,1,0,0,5760.0,3,511,1,1,1,68.8547486,3,1,0,39.0
24978,2019,0,1,1,0,2,0,0,1,186500,360.0,1,1,1,288000.0,1,1,0,0,5640.0,1,533,1,4,1,64.75694444,3,1,1,31.0
24979,2019,0,1,0,0,2,1,1,1,56500,360.0,1,0,1,2008000.0,1,1,0,0,7980.0,3,677,1,4,1,2.81374502,0,1,0,41.0
24980,2019,0,3,0,0,3,0,0,1,486500,360.0,1,1,1,578000.0,1,2,0,0,9840.0,3,774,0,4,1,84.16955017,3,1,0,44.0
24981,2019,0,1,0,0,2,0,0,1,346500,360.0,1,1,1,3408000.0,1,1,0,0,11460.0,3,638,1,6,1,10.16725352,0,1,0,25.0
24982,2019,0,2,1,0,2,0,0,1,136500,180.0,1,1,1,348000.0,1,1,0,0,3660.0,3,644,0,3,1,39.22413793,0,1,0,44.0
24983,2019,0,2,1,2,0,0,0,1,586500,360.0,1,1,1,588000.0,1,1,0,0,7140.0,3,732,0,1,1,99.74489796,3,1,0,49.0
24984,2019,0,0,0,0,3,0,0,1,336500,360.0,1,1,0,418000.0,1,1,0,0,7440.0,2,586,1,3,1,75.13586957,0,1,1,39.0
24985,2019,0,0,0,1,2,0,0,0,76500,300.0,0,1,1,88000.0,1,1,0,0,2940.0,0,642,0,1,1,86.93181818,0,1,0,45.0
24986,2019,1,2,1,2,3,0,0,1,286500,360.0,1,1,1,258000.0,1,1,0,0,5760.0,3,872,0,4,1,111.0465116,3,1,1,39.0
24987,2019,0,3,0,0,3,0,0,1,136500,180.0,1,1,1,208000.0,1,1,0,0,3000.0,3,898,0,3,1,65.625,3,1,0,45.0
24988,2019,1,3,1,0,0,0,0,1,486500,360.0,1,1,1,598000.0,1,1,0,0,14640.0,0,734,0,2,1,81.35451505,3,1,0,31.0
24989,2019,0,0,0,0,0,0,0,1,416500,360.0,1,0,1,498000.0,1,1,0,0,3840.0,0,639,0,0,0,83.63453815,0,1,0,47.0
24990,2019,0,2,0,0,0,0,0,1,186500,360.0,1,1,1,348000.0,1,1,0,0,2880.0,3,506,0,3,0,53.59195402,0,1,0,46.0
24991,2019,0,1,0,0,3,0,0,1,186500,360.0,1,1,1,418000.0,1,1,0,0,5700.0,2,664,1,4,1,75.13586957,0,1,1,39.0
24992,2019,0,2,0,1,0,0,0,0,316500,360.0,1,1,1,318000.0,1,1,0,0,7680.0,3,670,0,2,0,99.52830189,0,1,0,32.0
24993,2019,0,2,0,1,3,0,0,0,346500,360.0,1,0,1,478000.0,1,1,0,0,5760.0,3,577,0,1,1,72.48953975,0,1,1,39.0
24994,2019,0,2,0,0,3,0,0,1,326500,348.0,1,1,1,438000.0,1,1,0,0,6840.0,3,857,0,3,1,74.543379,3,1,0,46.0
24995,2019,0,1,0,0,2,1,0,1,256500,180.0,1,1,1,818000.0,1,1,0,0,10260.0,1,653,1,3,1,31.35696822,0,1,0,10.0
24996,2019,0,2,0,0,0,0,0,1,226500,360.0,1,1,1,408000.0,1,1,0,0,3120.0,1,595,0,5,1,55.51470588,0,1,1,41.0
24997,2019,0,1,0,0,0,0,0,1,226500,360.0,0,1,1,588000.0,1,0,0,0,17340.0,3,639,1,3,0,38.52040816,0,1,0,32.0
24998,2019,1,1,1,0,0,0,0,1,906500,360.0,1,1,1,1308000.0,1,1,0,0,12180.0,0,787,1,1,0,69.30428135,3,1,0,39.0
24999,2019,0,1,0,0,3,0,0,1,386500,360.0,1,1,1,558000.0,1,1,0,0,5520.0,0,560,1,2,1,69.26523297,3,1,0,38.0
25000,2019,0,1,0,1,0,0,0,0,496500,360.0,1,1,1,508000.0,1,1,0,0,6060.0,1,613,1,0,0,97.73622047,3,1,1,56.0
25001,2019,1,3,0,0,2,0,0,1,106500,180.0,1,1,1,418000.0,1,1,0,0,5220.0,2,514,1,2,1,75.13586957,3,1,1,39.0
25002,2019,0,3,0,0,2,0,0,1,186500,360.0,1,1,1,528000.0,1,1,0,0,2640.0,3,867,1,2,1,35.3219697,3,1,0,49.0
25003,2019,0,0,0,0,3,0,0,1,246500,360.0,0,1,1,288000.0,1,1,0,0,4920.0,1,717,0,3,1,85.59027778,0,1,0,36.0
25004,2019,1,3,0,0,0,0,0,1,126500,324.0,0,1,1,418000.0,1,1,0,0,4800.0,2,872,1,6,1,75.13586957,3,1,1,39.0
25005,2019,0,3,1,1,0,0,0,0,226500,360.0,1,1,1,228000.0,1,1,0,0,4200.0,3,619,0,2,1,99.34210526,3,1,0,60.0
25006,2019,0,2,0,2,3,0,0,1,416500,360.0,1,1,1,508000.0,1,1,0,0,5760.0,3,668,0,2,1,81.98818898,2,1,0,39.0
25007,2019,0,1,0,0,3,0,0,1,146500,360.0,1,1,1,208000.0,1,1,0,0,8160.0,3,640,1,2,1,70.43269231,0,1,0,42.0
25008,2019,0,0,1,1,3,0,0,0,216500,360.0,1,1,1,418000.0,1,1,0,0,4440.0,2,600,1,3,1,75.13586957,0,1,1,39.0
25009,2019,0,2,0,0,3,0,0,1,396500,360.0,1,1,1,768000.0,1,1,0,0,11400.0,1,524,0,3,0,51.62760417,0,1,0,15.0
25010,2019,0,0,0,0,0,0,0,1,246500,360.0,1,1,1,318000.0,1,1,0,0,3240.0,3,883,0,0,0,77.51572327,0,1,0,40.0
25011,2019,0,3,0,2,2,0,0,1,316500,360.0,1,1,1,388000.0,1,1,0,0,3300.0,0,503,1,4,1,81.57216495,3,1,0,53.0
25012,2019,1,1,1,0,0,0,0,1,296500,360.0,1,1,1,318000.0,1,1,0,0,3840.0,1,887,1,2,0,93.23899371,0,1,0,46.0
25013,2019,0,2,0,2,3,0,0,1,436500,360.0,1,1,1,558000.0,1,1,0,0,5760.0,1,604,1,4,1,78.22580645,0,1,0,39.0
25014,2019,0,0,1,0,2,0,0,1,226500,360.0,1,1,1,288000.0,1,1,0,0,6600.0,1,644,0,1,1,78.64583333,3,1,1,31.0
25015,2019,1,1,0,2,3,0,0,1,506500,360.0,1,1,1,578000.0,1,1,0,0,5760.0,1,648,1,1,0,87.62975779,2,1,0,39.0
25016,2019,0,2,0,0,3,0,0,1,296500,360.0,1,1,1,608000.0,1,1,0,0,8400.0,0,797,0,1,0,48.76644737,3,1,0,7.0
25017,2019,0,3,0,0,3,0,0,1,386500,360.0,1,0,1,598000.0,1,1,0,0,5820.0,3,806,0,0,1,64.63210702,3,1,0,38.0
25018,2019,0,1,0,0,2,0,0,1,106500,120.0,1,1,1,618000.0,1,1,0,0,6540.0,1,845,1,3,1,17.23300971,2,1,0,19.0
25019,2019,0,3,0,0,3,0,0,1,706500,360.0,1,1,1,898000.0,1,1,0,0,15240.0,1,815,0,2,0,78.67483296,0,1,0,27.0
25020,2019,0,2,0,0,2,0,0,1,176500,180.0,1,1,1,278000.0,1,1,0,0,5280.0,0,585,0,2,1,63.48920863,0,1,0,37.0
25021,2019,0,1,0,0,0,0,0,1,496500,360.0,0,1,1,588000.0,1,1,0,0,8280.0,0,729,1,1,0,84.43877551,3,1,0,40.0
25022,2019,0,0,0,0,2,0,0,1,606500,360.0,1,1,1,978000.0,1,1,0,0,16740.0,3,538,0,4,0,62.01431493,0,1,0,20.0
25023,2019,0,0,0,1,0,0,0,0,126500,360.0,1,1,1,138000.0,1,1,0,0,2220.0,0,629,0,4,1,91.66666667,0,1,0,55.0
25024,2019,0,2,0,1,2,0,0,0,156500,180.0,1,1,1,198000.0,1,1,0,0,3780.0,0,791,0,3,1,79.04040404,0,1,0,30.0
25025,2019,0,0,0,0,3,0,0,1,196500,360.0,1,1,1,208000.0,1,1,0,0,5580.0,1,671,0,3,1,94.47115385,0,1,1,36.0
25026,2019,0,1,0,0,2,0,0,1,256500,360.0,1,1,1,1308000.0,1,1,0,0,11760.0,0,787,1,2,1,19.61009174,0,1,0,42.0
25027,2019,1,2,0,0,2,0,0,1,1376500,360.0,1,1,1,1708000.0,1,1,0,0,54300.0,3,572,0,3,0,80.59133489,0,1,1,10.0
25028,2019,0,3,0,0,3,0,0,1,376500,360.0,1,1,1,608000.0,1,1,0,0,4680.0,0,755,0,1,0,61.92434211,3,1,0,41.0
25029,2019,0,1,0,0,3,0,0,1,296500,360.0,1,1,1,438000.0,1,1,0,0,4140.0,1,670,1,4,1,67.69406393,0,1,0,44.0
25030,2019,0,1,0,0,3,0,0,1,566500,360.0,0,1,1,418000.0,1,1,0,0,8580.0,2,760,1,2,0,75.13586957,0,1,1,39.0
25031,2019,0,1,1,0,0,0,0,1,416500,360.0,1,1,1,858000.0,1,1,0,0,10020.0,0,578,1,1,1,48.54312354,3,1,0,24.0
25032,2019,0,0,0,0,3,1,0,1,476500,360.0,1,1,1,808000.0,1,1,0,0,9000.0,0,648,0,2,0,58.97277228,0,1,0,38.0
25033,2019,0,3,0,2,3,0,0,1,686500,360.0,1,1,1,418000.0,1,1,0,0,0.0,2,836,1,2,1,75.13586957,3,1,1,39.0
25034,2019,0,1,0,0,2,0,0,1,556500,240.0,0,1,1,418000.0,1,0,0,1,25680.0,2,900,1,2,0,75.13586957,3,1,1,39.0
25035,2019,0,0,0,0,2,0,0,1,266500,360.0,1,1,1,568000.0,1,1,0,0,8580.0,0,777,1,3,1,46.91901408,0,1,0,39.0
25036,2019,0,1,0,0,0,0,0,1,406500,360.0,1,1,1,458000.0,1,1,0,0,7080.0,3,765,1,1,0,88.75545852,0,1,0,36.0
25037,2019,0,2,0,2,3,0,0,1,256500,360.0,1,1,1,758000.0,1,1,0,0,5760.0,1,534,0,4,0,33.83905013,0,1,0,39.0
25038,2019,0,1,0,2,0,0,0,1,236500,360.0,1,1,1,238000.0,1,1,0,0,4920.0,0,667,1,4,0,99.3697479,2,1,0,36.0
25039,2019,0,2,0,1,2,0,0,0,656500,360.0,1,1,1,418000.0,1,1,0,0,8640.0,2,880,1,1,1,75.13586957,0,1,1,39.0
25040,2019,0,2,0,0,2,0,0,1,156500,360.0,1,1,1,258000.0,1,1,0,0,3960.0,0,820,0,2,1,60.65891473,3,1,0,31.0
25041,2019,1,2,1,0,0,0,0,1,406500,360.0,1,1,1,478000.0,1,1,0,0,3600.0,3,568,0,0,0,85.041841,0,1,0,49.0
25042,2019,0,0,0,0,2,1,0,1,476500,360.0,1,1,1,638000.0,1,1,0,0,6180.0,3,805,1,6,1,74.68652038,3,1,0,48.0
25043,2019,0,2,0,0,3,0,0,1,676500,360.0,1,1,1,1208000.0,1,1,0,0,10080.0,1,590,0,3,0,56.00165563,3,1,0,35.0
25044,2019,0,2,0,1,3,0,0,0,206500,360.0,1,1,1,238000.0,1,1,0,0,5760.0,3,892,0,1,1,86.76470588,0,1,0,39.0
25045,2019,0,3,0,1,2,0,0,0,126500,240.0,1,1,1,188000.0,1,1,0,0,2520.0,1,540,0,3,1,67.28723404,0,1,0,40.0
25046,2019,0,1,0,0,2,0,0,1,366500,360.0,1,1,1,468000.0,1,1,0,0,10200.0,0,869,1,3,1,78.31196581,0,1,0,32.0
25047,2019,0,2,0,0,3,0,0,1,156500,180.0,1,1,1,208000.0,1,1,0,0,2520.0,0,737,0,6,1,75.24038462,0,1,1,59.0
25048,2019,0,2,0,0,2,0,0,1,276500,360.0,1,1,1,648000.0,1,0,0,0,7980.0,0,831,0,4,0,42.66975309,0,1,0,49.0
25049,2019,0,1,0,1,0,0,0,0,636500,360.0,1,1,1,668000.0,1,1,0,0,11640.0,0,671,1,2,0,95.28443114,0,1,1,57.0
25050,2019,0,3,0,0,2,0,0,1,486500,360.0,1,1,1,908000.0,1,1,0,0,13560.0,1,608,0,4,0,53.57929515,3,1,0,26.0
25051,2019,0,2,0,2,3,0,0,1,266500,360.0,1,1,1,288000.0,1,1,0,0,5760.0,1,803,0,4,1,92.53472222,0,1,0,39.0
25052,2019,0,1,0,0,2,0,0,1,356500,360.0,1,1,1,588000.0,1,1,0,0,4800.0,1,795,1,4,0,60.6292517,0,1,0,42.0
25053,2019,0,1,0,0,3,0,0,1,396500,360.0,1,1,1,538000.0,1,0,0,0,26100.0,3,642,1,3,0,73.69888476,0,1,0,9.0
25054,2019,0,2,0,0,3,0,0,1,486500,360.0,1,1,1,618000.0,1,1,0,0,9000.0,3,674,0,1,0,78.72168285,3,1,0,30.0
25055,2019,0,0,0,0,3,0,0,1,716500,360.0,1,1,0,1138000.0,1,1,0,0,14220.0,1,804,1,6,0,62.96133568,3,1,0,42.0
25056,2019,0,0,0,0,2,0,0,1,596500,360.0,1,1,1,798000.0,1,1,0,0,10800.0,3,788,1,2,0,74.74937343,2,1,0,41.0
25057,2019,0,2,0,0,0,0,0,1,636500,360.0,1,1,1,798000.0,1,1,0,0,19620.0,0,737,0,2,0,79.76190476,0,1,0,10.0
25058,2019,0,2,0,1,3,0,0,0,116500,360.0,1,1,1,118000.0,1,1,0,0,2640.0,0,781,0,2,1,98.72881356,3,1,1,44.0
25059,2019,0,2,0,0,0,0,0,1,376500,360.0,1,1,1,418000.0,1,2,0,0,11880.0,0,545,0,2,1,90.07177033,0,1,0,36.0
25060,2019,0,1,0,0,2,0,0,1,356500,240.0,1,1,1,658000.0,1,1,0,0,6660.0,1,796,1,4,1,54.17933131,0,1,0,40.0
25061,2019,0,0,1,1,3,0,0,0,86500,360.0,1,1,1,88000.0,1,1,0,0,3240.0,3,660,0,2,1,98.29545455,2,1,1,50.0
25062,2019,0,3,0,0,3,0,0,1,226500,324.0,1,1,1,288000.0,1,1,0,0,3360.0,0,850,0,0,1,78.64583333,3,1,0,42.0
